t,M2T2,M2C1,MT1T2,MT1T2M2proMT1,MT1C1,M2,MT1,M2_p,T2,C1_D,C1,MT1_cat,MT1_t,MT1T2M2pro,MT1T2_star,M2T2_star
5.24,6.247200475156418e-12,8.21639987015589e-06,2.2293226502523343e-09,5.01959842165309e-10,2.6239439227034852e-08,2.845297082424685e-07,2.7877196095171122e-06,3.069030127552394e-14,3.4696398337411375e-11,2.0275519081547345e-07,2.954605499855166e-06,8.525969949178277e-08,8.525969949178277e-08,2.419233413485488e-12,5.5590234119609875e-11,6.3197643143654925e-09
5.25,6.172577144677544e-12,8.21587949995519e-06,2.2286378562235543e-09,5.018551463045177e-10,2.6093842640032013e-08,2.850495526365768e-07,2.787647816139175e-06,3.080401180757026e-14,3.475511804233437e-11,2.03125365616702e-07,2.954901291841675e-06,8.547787906029104e-08,8.547787906029104e-08,2.423434191154465e-12,5.569061549220001e-11,6.320465125735961e-09
5.26,6.0975727042521e-12,8.21535920619183e-06,2.2279503664713238e-09,5.017504726690502e-10,2.594977660984503e-08,2.8556932044542297e-07,2.7875745058097537e-06,3.09179194248326e-14,3.481640668214437e-11,2.0349551400566503e-07,2.9551955032462934e-06,8.569604769716365e-08,8.569604769716365e-08,2.4276334837603227e-12,5.579097592744431e-11,6.32116644520197e-09
5.2700000000000005,6.022220999438992e-12,8.214838988847273e-06,2.2272601814279267e-09,5.01645821253905e-10,2.580721205639007e-08,2.8608901167010105e-07,2.7874997080597084e-06,3.1032024055619727e-14,3.488024637801132e-11,2.038656360426978e-07,2.955488163107306e-06,8.591420495119522e-08,8.591420495119522e-08,2.431831291875116e-12,5.589131542984378e-11,6.321868256364435e-09
5.28,5.9465558757971445e-12,8.214318847902983e-06,2.226567301525649e-09,5.015411920540809e-10,2.5666119899583336e-08,2.8660862631170494e-07,2.7874234524199023e-06,3.1146325628240366e-14,3.494661925110516e-11,2.042357317881354e-07,2.9557793004629967e-06,8.613235037118035e-08,8.613235037118035e-08,2.4360276160708982e-12,5.599163400389941e-11,6.322570542824267e-09
5.29,5.870611178885466e-12,8.213798783340425e-06,2.225871727196774e-09,5.014365850645764e-10,2.5526471059341e-08,2.871281643713287e-07,2.7873457684211964e-06,3.126082407100327e-14,3.501550742259584e-11,2.046058013023131e-07,2.956068944351651e-06,8.63504835059137e-08,8.63504835059137e-08,2.4402224569197246e-12,5.609193165411222e-11,6.323273288182382e-09
5.3,5.7944207542628675e-12,8.213278795141062e-06,2.2251734588735874e-09,5.013320002803901e-10,2.5388236455579233e-08,2.8764762585006646e-07,2.787266685594453e-06,3.137551931221718e-14,3.508689301365329e-11,2.0497584464556607e-07,2.9563571238115535e-06,8.656860390418989e-08,8.656860390418989e-08,2.444415814993649e-12,5.619220838498319e-11,6.32397647603969e-09
5.3100000000000005,5.718018447488254e-12,8.212758883286358e-06,2.224472496988373e-09,5.012274376965208e-10,2.5251387008214208e-08,2.881670107490121e-07,2.7871862334705337e-06,3.1490411280190856e-14,3.5160758145447474e-11,2.0534586187822953e-07,2.9566438678809886e-06,8.678671111480357e-08,8.678671111480357e-08,2.4486076908647267e-12,5.629246420101335e-11,6.3246800899971085e-09
5.32,5.641438104120554e-12,8.212239047757777e-06,2.223768841973416e-09,5.01122897307967e-10,2.511589363716213e-08,2.886863190692596e-07,2.7871044415803005e-06,3.1605499903233014e-14,3.523708493914831e-11,2.0571585306063865e-07,2.9569292055982407e-06,8.700480468654934e-08,8.700480468654934e-08,2.4527980851050115e-12,5.6392699106703675e-11,6.325384113655548e-09
5.33,5.564713569718674e-12,8.211719288536783e-06,2.223062494261e-09,5.010183791097274e-10,2.498172726233916e-08,2.892055508119031e-07,2.7870213394546155e-06,3.172078510965241e-14,3.531585551592576e-11,2.0608581825312866e-07,2.957213166001595e-06,8.722288416822186e-08,8.722288416822186e-08,2.456986998286558e-12,5.649291310655518e-11,6.326088530615923e-09
5.34,5.487878689841523e-12,8.21119960560484e-06,2.2223534542834114e-09,5.009138830968006e-10,2.4848858803661483e-08,2.8972470597803654e-07,2.7869369566243397e-06,3.183626682775779e-14,3.5397051996949765e-11,2.0645575751603473e-07,2.9574957781293358e-06,8.744094910861575e-08,8.744094910861575e-08,2.46117443098142e-12,5.659310620506887e-11,6.326793324479147e-09
5.3500000000000005,5.410967310048011e-12,8.210679998943412e-06,2.2216417224729334e-09,5.008094092641853e-10,2.4717259181045268e-08,2.90243784568754e-07,2.786851322620336e-06,3.195194498585791e-14,3.548065650339026e-11,2.068256709096921e-07,2.9577770710197475e-06,8.765899905652565e-08,8.765899905652565e-08,2.465360383761653e-12,5.669327840674575e-11,6.327498478846133e-09
5.36,5.334013275897061e-12,8.210160468533963e-06,2.220927299261851e-09,5.007049576068802e-10,2.458689931440671e-08,2.907627865851494e-07,2.786764466973466e-06,3.206781951226149e-14,3.556665115641719e-11,2.0719555849443593e-07,2.9580570737111156e-06,8.787703356074616e-08,8.787703356074616e-08,2.469544857199311e-12,5.67934297160868e-11,6.328203977317795e-09
5.37,5.257050432947581e-12,8.209641014357958e-06,2.220210185082449e-09,5.006005281198836e-10,2.4457750123661986e-08,2.9128171202831675e-07,2.7866764192145908e-06,3.218389033527729e-14,3.5655018077200504e-11,2.0756542033060141e-07,2.9583358152417243e-06,8.809505217007196e-08,8.809505217007196e-08,2.473727851866448e-12,5.6893560137593046e-11,6.328909803495046e-09
5.38,5.180112626758482e-12,8.209121636396858e-06,2.2194903803670116e-09,5.004961207981945e-10,2.4329782528727267e-08,2.918005608993502e-07,2.786587208874573e-06,3.2300157383214045e-14,3.574573938691014e-11,2.0793525647852374e-07,2.958613324649858e-06,8.831305443329764e-08,8.831305443329763e-08,2.477909368335119e-12,5.699366967576548e-11,6.3296159409788e-09
5.39,5.103233702888679e-12,8.20860233463213e-06,2.2187678855478237e-09,5.003917356368113e-10,2.4202967449518742e-08,2.9231933319934357e-07,2.7864968654842744e-06,3.24166205843805e-14,3.583879720671604e-11,2.0830506699853814e-07,2.958889630973802e-06,8.853103989921785e-08,8.853103989921785e-08,2.482089407177378e-12,5.70937583351051e-11,6.3303223733699695e-09
5.4,5.026447506897076e-12,8.208083109045236e-06,2.2180427010571703e-09,5.002873726307328e-10,2.4077275805952567e-08,2.928380289293911e-07,2.7864054185745565e-06,3.253327986708542e-14,3.5934173657788167e-11,2.0867485195097985e-07,2.9591647632518404e-06,8.874900811662724e-08,8.874900811662724e-08,2.48626796896528e-12,5.719382612011293e-11,6.331029084269468e-09
5.41,4.9497878843426e-12,8.207563959617642e-06,2.2173148273273355e-09,5.001830317749575e-10,2.3952678517944957e-08,2.933566480905866e-07,2.7863128976762813e-06,3.2650135159637515e-14,3.6031850861296435e-11,2.0904461139618399e-07,2.9594387505222582e-06,8.896695863432041e-08,8.896695863432041e-08,2.490445054270879e-12,5.7293873035289945e-11,6.33173605727821e-09
5.42,4.8732886807841575e-12,8.207044886330812e-06,2.216584264790604e-09,5.000787130644842e-10,2.382914650541207e-08,2.9387519068402416e-07,2.786219332320311e-06,3.2767186390345545e-14,3.6131810938410795e-11,2.0941434539448578e-07,2.9597116218233397e-06,8.9184891001092e-08,8.918489100109199e-08,2.494620663666229e-12,5.739389908513716e-11,6.332443275997109e-09
5.43,4.7969837417806594e-12,8.206525889166208e-06,2.2158510138792605e-09,4.999744164943113e-10,2.370665068827009e-08,2.943936567107978e-07,2.786124752037507e-06,3.288443348751825e-14,3.62340360103012e-11,2.097840540062204e-07,2.95998340619337e-06,8.940280476573664e-08,8.940280476573664e-08,2.4987947977233853e-12,5.749390427415558e-11,6.333150724027077e-09
5.44,4.720906912891015e-12,8.206006968105293e-06,2.21511507502559e-09,4.998701420594376e-10,2.3585161986435185e-08,2.9491204617200163e-07,2.7860291863587315e-06,3.30018763794644e-14,3.6338508198137595e-11,2.1015373729172314e-07,2.9602541326706336e-06,8.9620699477049e-08,8.9620699477049e-08,2.5029674570144023e-12,5.7593888606846206e-11,6.333858384969028e-09
5.45,4.645092039674146e-12,8.205488123129534e-06,2.214376448661876e-09,4.997658897548618e-10,2.3464651319823557e-08,2.954303590687295e-07,2.785932664814846e-06,3.31195149944927e-14,3.644520962308991e-11,2.105233953113291e-07,2.960523830293415e-06,8.983857468382364e-08,8.983857468382364e-08,2.5071386421113334e-12,5.769385208771003e-11,6.334566242423877e-09
5.46,4.569572967688961e-12,8.204969354220394e-06,2.2136351352204045e-09,4.996616595755824e-10,2.334508960835137e-08,2.9594859540207546e-07,2.7858352169367125e-06,3.323734926091191e-14,3.6554122406328094e-11,2.1089302812537348e-07,2.960792528099999e-06,9.005642993485525e-08,9.005642993485525e-08,2.511308353586234e-12,5.779379472124806e-11,6.335274279992535e-09
5.47,4.4943835424943725e-12,8.204450661359336e-06,2.2128911351334594e-09,4.99557451516598e-10,2.322644777193481e-08,2.964667551731335e-07,2.785736872255193e-06,3.3355379107030775e-14,3.666522866902209e-11,2.1126263579419151e-07,2.96106025512867e-06,9.027426477893842e-08,9.027426477893842e-08,2.515476592011158e-12,5.78937165119613e-11,6.335982481275916e-09
5.48,4.419557609649287e-12,8.203932044527826e-06,2.2121444488333254e-09,4.994532655729073e-10,2.3108696730490042e-08,2.9698483838299784e-07,2.785637660301149e-06,3.347360446115805e-14,3.677851053234185e-11,2.1163221837811844e-07,2.961327040417713e-06,9.049207876486783e-08,9.049207876486783e-08,2.5196433579581604e-12,5.799361746435076e-11,6.3366908298749346e-09
5.49,4.345129014712629e-12,8.203413503707326e-06,2.2113950767522875e-09,4.99349101739509e-10,2.299180740393327e-08,2.9750284503276224e-07,2.7855376106054427e-06,3.359202525160245e-14,3.68939501174573e-11,2.120017759374894e-07,2.961592913005413e-06,9.070987144143808e-08,9.070987144143808e-08,2.523808651999295e-12,5.809349758291742e-11,6.337399309390504e-09
5.5,4.2711316032433064e-12,8.2028950388793e-06,2.2106430193226296e-09,4.992449600114016e-10,2.2875750712180655e-08,2.980207751235208e-07,2.785436752698936e-06,3.371064140667274e-14,3.701152954553839e-11,2.1237130853263956e-07,2.961857901930054e-06,9.092764235744379e-08,9.092764235744379e-08,2.5279724747066162e-12,5.8193356872162307e-11,6.338107903423537e-09
5.51,4.1975992208002305e-12,8.202376650025214e-06,2.209888276976637e-09,4.991408403835839e-10,2.2760497575148384e-08,2.985386286563676e-07,2.7853351161124904e-06,3.382945285467766e-14,3.713123093775507e-11,2.1274081622390417e-07,2.962122036229921e-06,9.114539106167962e-08,9.114539106167962e-08,2.5321348266521794e-12,5.829319533658641e-11,6.338816595574947e-09
5.5200000000000005,4.1245657129423086e-12,8.20185833712653e-06,2.209130850146594e-09,4.990367428510544e-10,2.2646018912752628e-08,2.990564056323966e-07,2.7852327303769677e-06,3.394845952392597e-14,3.725303641527729e-11,2.1311029907161847e-07,2.9623853449432982e-06,9.13631171029402e-08,9.13631171029402e-08,2.536295708408038e-12,5.839301298069074e-11,6.339525369445648e-09
5.53,4.0520649252284654e-12,8.201340100164712e-06,2.2083707392647852e-09,4.989326674088118e-10,2.253228564490958e-08,2.995741060527018e-07,2.7851296250232307e-06,3.406766134272638e-14,3.7376928099274975e-11,2.1347975713611755e-07,2.962647857108471e-06,9.158082003002014e-08,9.158082003002014e-08,2.5404551205462466e-12,5.849280980897628e-11,6.340234208636553e-09
5.54,3.9801307032176065e-12,8.200821939121226e-06,2.2076079447634952e-09,4.988286140518547e-10,2.241926869153541e-08,3.000917299183772e-07,2.78502582958214e-06,3.418705823938766e-14,3.750288811091807e-11,2.138491904777367e-07,2.9629096017637235e-06,9.179849939171409e-08,9.179849939171409e-08,2.5446130636388602e-12,5.859258582594404e-11,6.340943096748576e-09
5.55,3.908796892468647e-12,8.200303853977533e-06,2.206842467075009e-09,4.987245827751817e-10,2.2306938972546302e-08,3.0060927723051685e-07,2.7849213735845583e-06,3.430665014221854e-14,3.763089857137652e-11,2.1421859915681105e-07,2.9631706079473408e-06,9.201615473681666e-08,9.201615473681666e-08,2.5487695382579325e-12,5.869234103609504e-11,6.3416520173826295e-09
5.5600000000000005,3.838097338540492e-12,8.1997858447151e-06,2.2060743066316105e-09,4.986205735737916e-10,2.219526740785842e-08,3.011267479902148e-07,2.784816286561347e-06,3.442643697952778e-14,3.7760941601820283e-11,2.1458798323367586e-07,2.963430904697607e-06,9.223378561412252e-08,9.223378561412252e-08,2.5529245449755186e-12,5.879207544393027e-11,6.342360954139628e-09
5.57,3.768065886992065e-12,8.199267911315388e-06,2.205303463865585e-09,4.985165864426827e-10,2.208422491738797e-08,3.01644142198565e-07,2.784710598043368e-06,3.45464186796241e-14,3.7892999323419287e-11,2.1495734276866629e-07,2.9636905210528073e-06,9.245139157242626e-08,9.245139157242626e-08,2.5570780843636724e-12,5.889178905395073e-11,6.343069890620484e-09
5.58,3.698736383382275e-12,8.198750053759863e-06,2.204529939209217e-09,4.98412621376854e-10,2.1973782421051117e-08,3.0216145985666143e-07,2.7846043375614833e-06,3.466659517081627e-14,3.802705385734348e-11,2.1532667782211753e-07,2.963949486051226e-06,9.266897216052254e-08,9.266897216052254e-08,2.5612301569944483e-12,5.899148187065742e-11,6.343778810426111e-09
5.59,3.6301426732700346e-12,8.198232272029989e-06,2.203753733094791e-09,4.98308678371304e-10,2.1863910838764037e-08,3.026787009655982e-07,2.784497534646555e-06,3.478696638141301e-14,3.81630873247628e-11,2.156959884543648e-07,2.9642078287311478e-06,9.288652692720596e-08,9.288652692720596e-08,2.565380763439901e-12,5.909115389855135e-11,6.344487697157424e-09
5.6000000000000005,3.5623186022142487e-12,8.19771456610723e-06,2.2029748459545915e-09,4.982047574210313e-10,2.175458109044291e-08,3.031958655264693e-07,2.7843902188294446e-06,3.4907532239723087e-14,3.83010818468472e-11,2.1606527472574332e-07,2.9644655781308577e-06,9.31040554212712e-08,9.31040554212712e-08,2.569529904272085e-12,5.919080514213351e-11,6.345196534415335e-09
5.61,3.4952980157738435e-12,8.197196935973047e-06,2.2021932782209036e-09,4.981008585210345e-10,2.1645764096003924e-08,3.0371295354036867e-07,2.784282419641014e-06,3.502829267405522e-14,3.844101954476661e-11,2.1643453669658823e-07,2.9647227632886403e-06,9.332155719151285e-08,9.332155719151285e-08,2.5736775800630544e-12,5.929043560590492e-11,6.345905305800757e-09
5.62,3.4291147595077255e-12,8.196679381608909e-06,2.2014090303260115e-09,4.979969816663124e-10,2.1537430775363254e-08,3.042299650083904e-07,2.784174166612125e-06,3.5149247612718177e-14,3.8582882539690986e-11,2.1680377442723475e-07,2.9649794132427797e-06,9.353903178672556e-08,9.353903178672556e-08,2.577823791384864e-12,5.939004529436656e-11,6.346613994914604e-09
5.63,3.363802678974806e-12,8.196161902996276e-06,2.2006221027021998e-09,4.978931268518634e-10,2.1429552048437083e-08,3.0474689993162846e-07,2.7840654892736393e-06,3.5270396984020684e-14,3.872665295279026e-11,2.1717298797801808e-07,2.965235557031561e-06,9.375647875570395e-08,9.375647875570395e-08,2.581968538809568e-12,5.948963421201945e-11,6.34732258535779e-09
5.64,3.2993956197339995e-12,8.195644500116614e-06,2.1998324957817534e-09,4.977892940726863e-10,2.1322098835141583e-08,3.052637583111769e-07,2.783956417156419e-06,3.5391740716271493e-14,3.8872312905234384e-11,2.1754217740927347e-07,2.965491223693269e-06,9.397389764724267e-08,9.397389764724267e-08,2.5861118229092206e-12,5.958920236336459e-11,6.3480310607312275e-09
5.65,3.2359274273442125e-12,8.195127172951386e-06,2.1990402099969566e-09,4.976854833237797e-10,2.121504205539293e-08,3.057805401481298e-07,2.7838469797913263e-06,3.5513278737779355e-14,3.9019844518193316e-11,2.1791134278133606e-07,2.9657464422661885e-06,9.419128801013635e-08,9.419128801013635e-08,2.590253644255877e-12,5.968874975290298e-11,6.348739404635831e-09
5.66,3.173431947364369e-12,8.194609921482055e-06,2.1982452457800943e-09,4.975816946001423e-10,2.1108352629107317e-08,3.06297245443581e-07,2.7837372067092226e-06,3.5635010976853e-14,3.916922991283696e-11,2.1828048415454106e-07,2.9660012417886036e-06,9.440864939317958e-08,9.440864939317958e-08,2.5943940034215907e-12,5.978827638513562e-11,6.3494476006725134e-09
5.67,3.1119430253533757e-12,8.194092745690088e-06,2.1974476035634512e-09,4.974779278967726e-10,2.1002001476200916e-08,3.0681387419862457e-07,2.78362712744097e-06,3.575693736180117e-14,3.932045121033529e-11,2.1864960158922364e-07,2.966255651298799e-06,9.462598134516705e-08,9.462598134516705e-08,2.598532900978417e-12,5.988778226456351e-11,6.350155632442188e-09
5.68,3.0514945068701455e-12,8.193575645556947e-06,2.1966472837793114e-09,4.973741832086693e-10,2.0895959516589907e-08,3.073304264143546e-07,2.78351677151743e-06,3.5879057820932626e-14,3.947349053185823e-11,2.1901869514571904e-07,2.9665096998350597e-06,9.484328341489335e-08,9.484328341489335e-08,2.602670337498409e-12,5.998726739568766e-11,6.350863483545768e-09
5.69,2.9921202374735857e-12,8.193058621064096e-06,2.19584428685996e-09,4.97270460530831e-10,2.0790197670190463e-08,3.078469020918651e-07,2.783406168469465e-06,3.600137228255611e-14,3.962832999857575e-11,2.1938776488436248e-07,2.96676341643567e-06,9.506055515115316e-08,9.506055515115316e-08,2.606806313553623e-12,6.008673178300907e-11,6.351571137584168e-09
5.7,2.9338540627226202e-12,8.192541672193e-06,2.195038613237682e-09,4.971667598582564e-10,2.0684686856918777e-08,3.0836330123225e-07,2.783295347827936e-06,3.612388067498034e-14,3.978495173165777e-11,2.1975681086548908e-07,2.9670168301389155e-06,9.527779610274105e-08,9.527779610274105e-08,2.610940829716112e-12,6.018617543102873e-11,6.3522785781583e-09
5.71,2.8767298281761553e-12,8.192024798925121e-06,2.194230263344761e-09,4.97063081185944e-10,2.0579397996691022e-08,3.0887962383660333e-07,2.7831843391237053e-06,3.6246582926514085e-14,3.9943337852274235e-11,2.201258331494341e-07,2.9672699699830797e-06,9.549500581845167e-08,9.549500581845167e-08,2.6150738865579304e-12,6.028559834424765e-11,6.352985788869078e-09
5.72,2.820781379393105e-12,8.191508001241924e-06,2.193419237613482e-09,4.969594245088928e-10,2.047430200942338e-08,3.0939586990601916e-07,2.7830731718876353e-06,3.6369478965466086e-14,4.0103470481595095e-11,2.2049483179653272e-07,2.967522865006448e-06,9.571218384707969e-08,9.571218384707969e-08,2.6192054846511338e-12,6.038500052716684e-11,6.353692753317416e-09
5.73,2.766042561932376e-12,8.190991279124873e-06,2.1926055364761303e-09,4.968557898221009e-10,2.0369369815032013e-08,3.099120394415915e-07,2.782961875650587e-06,3.649256872014509e-14,4.02653317407903e-11,2.2086380686712014e-07,2.9677755442473044e-06,9.592932973741971e-08,9.592932973741971e-08,2.623335624567776e-12,6.04843819842873e-11,6.354399455104227e-09
