t,pM9,M3,M3_pM9,M3_T1,T1,pM9_T1,M3_pM9_T1,M9_T1_star,M9,M9_T1,M9_T1_M3,pM9_T1_M3,M3_pM9_T1_M3,Tr,Tr_pM9,Tr_pM9_T1,Tr_pM9_T1_M3
4.84,2.842954735532592e-07,4.264029533545149e-09,2.5237787026506794e-10,4.337098728310769e-08,2.4255165859568263e-07,1.1929280271273639e-08,3.2796326182606366e-12,6.3326240397684916e-12,2.0395998333547223e-12,3.6062801413402766e-14,1.0309639788976044e-14,2.1042215149947154e-09,4.0162764154037463e-13,9.859345762277521e-08,1.3727548554326825e-09,2.949692124586275e-11,4.290600546238647e-12
4.8500000000000005,2.8426502334611046e-07,4.243569923367063e-09,2.524905314117862e-10,4.338620205373065e-08,2.425087882775266e-07,1.1951659434540734e-08,3.284500203065042e-12,6.362090343611987e-12,2.0423301578495594e-12,3.6280933207302486e-14,1.0370240139382996e-14,2.1093265926308315e-09,4.0248501763028844e-13,9.859064253682603e-08,1.3754341235771548e-09,2.9612281215613235e-11,4.31105838120137e-12
4.86,2.8423458004301137e-07,4.223219705630757e-09,2.5260254672849925e-10,4.340130974370129e-08,2.4246603067360096e-07,1.1974034361252137e-08,3.289352898639606e-12,6.39161276210678e-12,2.045060284549412e-12,3.649989855554844e-14,1.0431039840999763e-14,2.1144299743875134e-09,4.033403610733737e-13,9.85878278167184e-08,1.3781127672778469e-09,2.9727851112439065e-11,4.331564891306077e-12
4.87,2.84204143643962e-07,4.202978880336227e-09,2.527139162152071e-10,4.341631035301963e-08,2.4242338578390577e-07,1.199640505140785e-08,3.294190704984329e-12,6.421191295252872e-12,2.0477902134542807e-12,3.6719697458140656e-14,1.049203889382635e-14,2.1195316602647606e-09,4.041936718696304e-13,9.858501346245234e-08,1.380790786534759e-09,2.9843630936340244e-11,4.352120076552772e-12
4.88,2.8417371414896224e-07,4.182847447483476e-09,2.528246398719098e-10,4.3431203881685656e-08,2.423808536084409e-07,1.2018771505007874e-08,3.2990136220992106e-12,6.450825943050263e-12,2.0505199445641656e-12,3.6940329915079126e-14,1.0553237297862759e-14,2.1246316502625736e-09,4.0504495001905867e-13,9.858219947402784e-08,1.3834681813478914e-09,2.9959620687316785e-11,4.372723936941453e-12
4.89,2.8414329155801215e-07,4.162825407072502e-09,2.529347176986073e-10,4.344599032969938e-08,2.423384341472065e-07,1.204113372205221e-08,3.3038216499842514e-12,6.4805167054989546e-12,2.0532494778790664e-12,3.716179592636385e-14,1.0614635053108988e-14,2.129729944380953e-09,4.0589419552165835e-13,9.857938585144491e-08,1.3861449517172436e-09,3.007582036536868e-11,4.393376472472121e-12
4.9,2.841128758711118e-07,4.1429127591033036e-09,2.5304414969529966e-10,4.346066969706079e-08,2.422961274002025e-07,1.2063491702540857e-08,3.308614788639451e-12,6.510263582598948e-12,2.0559788133989838e-12,3.738409549199485e-14,1.0676232159565044e-14,2.1348265426198978e-09,4.067414083774296e-13,9.857657259470353e-08,1.3888210976428164e-09,3.019222997049594e-11,4.414077683144778e-12
4.91,2.840824670882611e-07,4.123109503575884e-09,2.531529358619868e-10,4.3475241983769904e-08,2.422539333674289e-07,1.2085845446473813e-08,3.313393038064809e-12,6.540066574350238e-12,2.0587079511239166e-12,3.7607228611972085e-14,1.0738028617230915e-14,2.1399214449794085e-09,4.0758658858637227e-13,9.857375970380373e-08,1.3914966191246089e-09,3.030884950269854e-11,4.43482756895942e-12
4.92,2.8405206520946006e-07,4.103415640490242e-09,2.532610761986688e-10,4.34897071898267e-08,2.4221185204888565e-07,1.2108194953851078e-08,3.318156398260326e-12,6.5699256807528275e-12,2.061436891053866e-12,3.7831195286295584e-14,1.0800024426106608e-14,2.1450146514594846e-09,4.084297361484864e-13,9.857094717874548e-08,1.3941715161626216e-09,3.04256789619765e-11,4.455626129916049e-12
4.93,2.8402167023470864e-07,4.083831169846378e-09,2.533685707053456e-10,4.3504065315231194e-08,2.4216988344457287e-07,1.2130540224672656e-08,3.3229048692260017e-12,6.599840901806716e-12,2.0641656331888308e-12,3.805599551496533e-14,1.086221958619212e-14,2.150106162060127e-09,4.0927085106377206e-13,9.85681350195288e-08,1.3968457887568543e-09,3.054271834832982e-11,4.476473366014665e-12
4.94,2.83991282164007e-07,4.064356091644288e-09,2.5347541938201725e-10,4.351831635998337e-08,2.4212802755449043e-07,1.2152881258938546e-08,3.3276384509618366e-12,6.629812237511908e-12,2.0668941775288126e-12,3.828162929798136e-14,1.0924614097487459e-14,2.155195976781335e-09,4.1010993333222925e-13,9.856532322615367e-08,1.3995194369073073e-09,3.06599676617585e-11,4.49736927725527e-12
4.95,2.83960900997355e-07,4.044990405883978e-09,2.5358162222868373e-10,4.353246032408325e-08,2.4208628437863843e-07,1.2175218056648744e-08,3.3323571434678304e-12,6.659839687868396e-12,2.06962252407381e-12,3.8508096635343626e-14,1.0987207959992613e-14,2.1602840956231086e-09,4.1094698295385787e-13,9.856251179862011e-08,1.4021924606139803e-09,3.0777426902262527e-11,4.518313863637859e-12
4.96,2.839305267347526e-07,4.025734112565446e-09,2.53687179245345e-10,4.3546497207530816e-08,2.4204465391701683e-07,1.2197550617803253e-08,3.3370609467439825e-12,6.689923252876184e-12,2.072350672823823e-12,3.873539752705214e-14,1.1050001173707587e-14,2.165370518585448e-09,4.1178199992865793e-13,9.855970073692811e-08,1.4048648598768733e-09,3.089509606984191e-11,4.5393071251624355e-12
4.97,2.839001593762e-07,4.0065872116886906e-09,2.537920904320011e-10,4.356042701032608e-08,2.420031361696256e-07,1.2219878942402073e-08,3.3417498607902935e-12,6.720062932535271e-12,2.0750786237788525e-12,3.8963531973106924e-14,1.1112993738632383e-14,2.170455245668353e-09,4.126149842566295e-13,9.855689004107768e-08,1.4075366346959864e-09,3.101297516449665e-11,4.560349061828999e-12
4.98,2.8386979892169696e-07,3.987549703253712e-09,2.5389635578865206e-10,4.3574249732469035e-08,2.4196173113646485e-07,1.2242203030445205e-08,3.3464238856067637e-12,6.7502587268456605e-12,2.077806376938898e-12,3.9192499973507974e-14,1.1176185654767006e-14,2.1755382768718245e-09,4.134459359377727e-13,9.855407971106881e-08,1.41020778507132e-09,3.1131064186226745e-11,4.5814396736375505e-12
4.99,2.8383944537124367e-07,3.968621587260511e-09,2.539999753152978e-10,4.358796537395968e-08,2.4192043881753443e-07,1.2264522881932644e-08,3.3510830211933924e-12,6.780510635807347e-12,2.0805339323039596e-12,3.9422301528255265e-14,1.1239576922111443e-14,2.1806196121958613e-09,4.142748549720872e-13,9.855126974690149e-08,1.412878311002873e-09,3.12493631350322e-11,4.602578960588088e-12
5.0,2.8380909872484004e-07,3.949802863709088e-09,2.541029490119384e-10,4.3601573934798016e-08,2.4187925921283445e-07,1.2286838496864396e-08,3.35572726755018e-12,6.810818659420333e-12,2.083261289874037e-12,3.965293663734881e-14,1.1303167540665701e-14,2.185699251640464e-09,4.1510174135957325e-13,9.854846014857575e-08,1.4155482124906464e-09,3.1367872010913e-11,4.6237669226806115e-12
5.01,2.83778758982486e-07,3.931093532599443e-09,2.542052768785738e-10,4.3615075414984044e-08,2.4183819232236486e-07,1.2309149875240459e-08,3.3603566246771262e-12,6.841182797684618e-12,2.085988449649131e-12,3.988440530078861e-14,1.136695751042978e-14,2.190777195205632e-09,4.1592659510023076e-13,9.854565091609157e-08,1.41821748953464e-09,3.148659081386916e-11,4.6450035599151225e-12
5.0200000000000005,2.8374842614418173e-07,3.912493593931573e-09,2.54306958915204e-10,4.362846981451777e-08,2.4179723814612567e-07,1.2331457017060833e-08,3.364971092574232e-12,6.871603050600206e-12,2.0887154116292407e-12,4.011670751857469e-14,1.1430946831403685e-14,2.1958534428913664e-09,4.167494161940598e-13,9.854284204944894e-08,1.420886142134854e-09,3.160551954390068e-11,4.6662888722916225e-12
5.03,2.8371810020992716e-07,3.894003047705482e-09,2.5440799512182904e-10,4.364175713339918e-08,2.4175639668411687e-07,1.2353759922325516e-08,3.369570671241496e-12,6.902079418167091e-12,2.091442175814367e-12,4.034984329070701e-14,1.1495135503587405e-14,2.2009279946976663e-09,4.175702046410603e-13,9.854003354864789e-08,1.4235541702912874e-09,3.1724658201007553e-11,4.687622859810107e-12
5.04,2.836877811797222e-07,3.875621893921169e-09,2.5450838549844893e-10,4.365493737162829e-08,2.417156679363385e-07,1.237605859103451e-08,3.3741553606789186e-12,6.932611900385275e-12,2.0941687422045084e-12,4.058381261718558e-14,1.1559523526980946e-14,2.206000850624532e-09,4.183889604412323e-13,9.853722541368839e-08,1.4262215740039413e-09,3.1844006785189773e-11,4.709005522470579e-12
5.05,2.836574690535669e-07,3.8573501325786335e-09,2.546081300450636e-10,4.366801052920508e-08,2.416750519027905e-07,1.2398353023187814e-08,3.3787251608865003e-12,6.963200497254758e-12,2.0968951107996665e-12,4.081861549801041e-14,1.1624110901584307e-14,2.2110720106719634e-09,4.192056835945757e-13,9.853441764457045e-08,1.428888353272815e-09,3.1963565296447355e-11,4.730436860273037e-12
5.0600000000000005,2.8362716383146134e-07,3.839187763677873e-09,2.5470722876167315e-10,4.3680976606129575e-08,2.4163454858347294e-07,1.2420643218785432e-08,3.383280071864241e-12,6.993845208775544e-12,2.099621281599841e-12,4.1054251933181516e-14,1.1688897627397496e-14,2.216141474839961e-09,4.2002037410109073e-13,9.853161024129409e-08,1.4315545080979093e-09,3.20833337347803e-11,4.751916873217484e-12
5.07,2.835968655134054e-07,3.821134787218892e-09,2.548056816482775e-10,4.3693835602401757e-08,2.4159415797838576e-07,1.2442929177827356e-08,3.38782009361214e-12,7.0245460349476265e-12,2.1023472546050306e-12,4.1290721922698853e-14,1.17538837044205e-14,2.221209243128524e-09,4.208330319607771e-13,9.852880320385928e-08,1.4342200384792233e-09,3.220331210018859e-11,4.773445561303916e-12
5.08,2.8356657409939916e-07,3.8031912032016885e-09,2.5490348870487665e-10,4.370658751802163e-08,2.41553880087529e-07,1.2465210900313593e-08,3.3923452261301984e-12,7.055302975771009e-12,2.105073029815237e-12,4.152802546656245e-14,1.1819069132653323e-14,2.2262753155376527e-09,4.2164365717363505e-13,9.852599653226603e-08,1.4368849444167573e-09,3.2323500392672236e-11,4.795022924532335e-12
5.09,2.835362895894426e-07,3.785357011626262e-09,2.5500064993147067e-10,4.3719232352989205e-08,2.415137149109026e-07,1.248748838624414e-08,3.396855469418415e-12,7.0861160312456905e-12,2.1077986072304592e-12,4.1766162564772304e-14,1.1884453912095969e-14,2.2313396920673472e-09,4.224522497396644e-13,9.852319022651435e-08,1.4395492259105116e-09,3.244389861223124e-11,4.8166489629027415e-12
5.1000000000000005,2.835060119835357e-07,3.7676322124926114e-09,2.550971653280595e-10,4.373177010730446e-08,2.4147366244850665e-07,1.2509761635618999e-08,3.4013508234767912e-12,7.116985201371675e-12,2.1105239868506976e-12,4.2005133217328435e-14,1.195003804274844e-14,2.236402372717608e-09,4.2325880965886535e-13,9.852038428660423e-08,1.4422128829604862e-09,3.2564506758865606e-11,4.838323676415136e-12
5.11,2.834757412816785e-07,3.75001680580074e-09,2.551930348946431e-10,4.374420078096742e-08,2.414337227003411e-07,1.2532030648438167e-08,3.405831288305326e-12,7.147910486148956e-12,2.113249168675952e-12,4.22449374242308e-14,1.2015821524610727e-14,2.241463357488434e-09,4.240633369312377e-13,9.851757871253567e-08,1.4448759155666805e-09,3.268532483257532e-11,4.860047065069516e-12
5.12,2.834454774838709e-07,3.732510791550646e-09,2.5528825863122155e-10,4.375652437397806e-08,2.413938956664059e-07,1.2554295424701646e-08,3.410296863904019e-12,7.1788918855775355e-12,2.1159741527062222e-12,4.248557518547943e-14,1.2081804357682834e-14,2.246522646379826e-09,4.2486583155678157e-13,9.851477350430868e-08,1.4475383237290951e-09,3.2806352833360384e-11,4.881819128865883e-12
5.13,2.834152205901131e-07,3.7151141697423293e-09,2.5538283653779485e-10,4.37687408863364e-08,2.413541813467011e-07,1.2576555964409434e-08,3.414747550272871e-12,7.209929399657415e-12,2.118698938941509e-12,4.272704650107431e-14,1.2147986541964762e-14,2.2515802393917836e-09,4.256662935354969e-13,9.851196866192323e-08,1.4502001074477298e-09,3.2927590761220805e-11,4.903639867804236e-12
5.14,2.8338497060040487e-07,3.6978269403757897e-09,2.5547676861436294e-10,4.378085031804243e-08,2.413145797412268e-07,1.2598812267561534e-08,3.4191833474118822e-12,7.241023028388595e-12,2.1214235273818113e-12,4.296935137101545e-14,1.2214368077456512e-14,2.256636136524307e-09,4.264647228673837e-13,9.850916418537937e-08,1.4528612667225844e-09,3.304903861615658e-11,4.925509281884577e-12
5.15,2.8335472751474637e-07,3.6806491034510263e-09,2.555700548609259e-10,4.3792852669096147e-08,2.412750908499828e-07,1.2621064334157947e-08,3.4236042553210522e-12,7.272172771771077e-12,2.12414791802713e-12,4.3212489795302857e-14,1.2280948964158088e-14,2.2616903377773964e-09,4.2726111955244206e-13,9.850636007467706e-08,1.4555218015536593e-09,3.3170696398167725e-11,4.947427371106905e-12
5.16,2.833244912738768e-07,3.6635748313087865e-09,2.556627295331683e-10,4.380475376868249e-08,2.412357088227495e-07,1.264331222417697e-08,3.4280106642782966e-12,7.303376342315595e-12,2.126874101742369e-12,4.3456483864972724e-14,1.2347729998579933e-14,2.2667428072892744e-09,4.280554980924911e-13,9.850355632905778e-08,1.4581817139203247e-09,3.3292563226086086e-11,4.9693937958179726e-12
5.17,2.8329426153502613e-07,3.6465704161916095e-09,2.557549907693578e-10,4.381658733338351e-08,2.411963998212773e-07,1.2665556284539035e-08,3.432404831689679e-12,7.334620508958045e-12,2.1296135938870237e-12,4.3701461356763166e-14,1.2414715787817284e-14,2.2717933376318763e-09,4.2884794236748757e-13,9.850075294413398e-08,1.4608410152714542e-09,3.34146340031481e-11,4.991406591429804e-12
5.18,2.832640382431466e-07,3.6296304447478487e-09,2.5584687038982894e-10,4.382835877796807e-08,2.4115715841125783e-07,1.268779657095839e-08,3.436787120086965e-12,7.365903146834359e-12,2.132368243788815e-12,4.3947442791185424e-14,1.248190707175403e-14,2.276841895492957e-09,4.2963846584826833e-13,9.849794991920104e-08,1.4634997074456984e-09,3.3536907910830796e-11,5.013465442436228e-12
5.19,2.832338213982384e-07,3.6127549169775035e-09,2.559383683945817e-10,4.3840068102436164e-08,2.4111798459269126e-07,1.2710033083435037e-08,3.441157529470155e-12,7.39722425594454e-12,2.1351380514477428e-12,4.419442816823951e-14,1.2549303850390175e-14,2.281888480872518e-09,4.304270685348335e-13,9.849514725425898e-08,1.4661577904430575e-09,3.36593849491342e-11,5.035570348837244e-12
5.2,2.832036110003013e-07,3.5959438328805764e-09,2.5602948478361604e-10,4.3851715306787796e-08,2.4107887836557745e-07,1.273226582196897e-08,3.4455160598392477e-12,7.428583836288582e-12,2.1379230168638066e-12,4.44424174879254e-14,1.2616906123725707e-14,2.286933093770558e-09,4.312137504271829e-13,9.849234494930778e-08,1.468815264263531e-09,3.378206511805827e-11,5.0577213106328505e-12
5.21,2.831734070493354e-07,3.5791971924570667e-09,2.5612021955693196e-10,4.386330039102296e-08,2.410398397299165e-07,1.2754494786560193e-08,3.449862711194244e-12,7.459981887866487e-12,2.1407231400370065e-12,4.4691410750243105e-14,1.2684713891760634e-14,2.291975734187077e-09,4.3199851152531656e-13,9.848954300434746e-08,1.4714721289071191e-09,3.390494841760303e-11,5.0799183278230486e-12
5.22,2.8314320954534075e-07,3.5625149957069734e-09,2.562105727145295e-10,4.3874823355141665e-08,2.410008686857084e-07,1.2776719977208703e-08,3.4541974835351437e-12,7.491418410678257e-12,2.1435384209673433e-12,4.4941407955192613e-14,1.2752727154494952e-14,2.2970164021220753e-09,4.3278135182923457e-13,9.8486741419378e-08,1.4741283843738219e-09,3.402803484776847e-11,5.102161400407839e-12
5.23,2.831130184883173e-07,3.545897242630295e-09,2.563005442564087e-10,4.38862841991439e-08,2.4096196523295306e-07,1.2798941393914507e-08,3.458520376861947e-12,7.522893404723893e-12,2.146368859654816e-12,4.519240910277397e-14,1.2820945911928671e-14,2.3020550975755534e-09,4.335622713389369e-13,9.848394019439943e-08,1.4767840306636395e-09,3.415132440855462e-11,5.124450528387223e-12
5.24,2.8308283387826503e-07,3.5293439332270347e-09,2.563901341825695e-10,4.3897682923029675e-08,2.4092312937165057e-07,1.2821159036677596e-08,3.462831391174654e-12,7.55440687000339e-12,2.1492144560994255e-12,4.544441419298712e-14,1.2889370164061778e-14,2.3070918205475104e-09,4.343412700544235e-13,9.84811393294117e-08,1.4794390677765716e-09,3.427481709996144e-11,5.146785711761197e-12
5.25,2.83052655715184e-07,3.5128550674971917e-09,2.5647934249301187e-10,4.390901952679898e-08,2.408843611018009e-07,1.2843372905497974e-08,3.4671305264732635e-12,7.585958806516752e-12,2.1520752103011713e-12,4.5697423225832084e-14,1.2957999910894278e-14,2.312126571037947e-09,4.351183479756944e-13,9.847833882441486e-08,1.4820934957126183e-09,3.439851292198895e-11,5.169166950529763e-12
5.26,2.8302248399907415e-07,3.4964306454407652e-09,2.5656816918773587e-10,4.3920294010451824e-08,2.4084566042340405e-07,1.2865583000375641e-08,3.4714177827577773e-12,7.617549214263978e-12,2.154951122260053e-12,4.595143620130886e-14,1.3026835152426171e-14,2.317159349046862e-09,4.358935051027496e-13,9.847553867940889e-08,1.4847473144717798e-09,3.4522411874637144e-11,5.19159424469292e-12
5.2700000000000005,2.8299231872993547e-07,3.4800706670577536e-09,2.5665661426674144e-10,4.393150637398821e-08,2.4080702733646003e-07,1.2887789321310601e-08,3.4756931600281944e-12,7.649178093245068e-12,2.1578421919760715e-12,4.620645311941749e-14,1.3095875888657465e-14,2.3221901545742578e-09,4.3666674143558917e-13,9.847273889439379e-08,1.4874005240540561e-09,3.4646513957906034e-11,5.214067594250673e-12
5.28,2.8296215990776805e-07,3.463775132348161e-09,2.567446777300287e-10,4.394265661740812e-08,2.407684618409688e-07,1.2909991868302846e-08,3.479956658284515e-12,7.68084544346002e-12,2.1607484194492263e-12,4.6462473980157896e-14,1.3165122119588145e-14,2.3272189876201323e-09,4.37438056974213e-13,9.846993946936955e-08,1.490053124459447e-09,3.4770819171795604e-11,5.236586999203013e-12
5.29,2.829320075325718e-07,3.4475440413119842e-09,2.5683235957759753e-10,4.3953744740711574e-08,2.4072996393693044e-07,1.2932190641352381e-08,3.4842082775267387e-12,7.71255126490884e-12,2.163669804679517e-12,4.671949878353013e-14,1.323457384521822e-14,2.332245848184486e-09,4.382074517186211e-13,9.846714040433619e-08,1.4927051156879522e-09,3.4895327516305854e-11,5.259152459549947e-12
5.3,2.829018616043468e-07,3.431377393949225e-09,2.5691965980944795e-10,4.3964770743898556e-08,2.406915336243449e-07,1.2954385640459204e-08,3.4884480177548658e-12,7.744295557591518e-12,2.1666063476669445e-12,4.697752752953416e-14,1.3304231065547686e-14,2.3372707362673187e-09,4.389749256688135e-13,9.84643416992937e-08,1.4953564977395724e-09,3.5020038991436796e-11,5.281763975291472e-12
5.3100000000000005,2.8287172212309294e-07,3.415275190259881e-09,2.5700657842558e-10,4.397573462696908e-08,2.4065317090321213e-07,1.2976576865623319e-08,3.4926758789688966e-12,7.776078321508067e-12,2.1695580484115083e-12,4.7236560218170045e-14,1.3374093780576554e-14,2.3422936518686313e-09,4.397404788247903e-13,9.846154335424208e-08,1.4980072706143073e-09,3.514495359718843e-11,5.3044215464275905e-12
