t,MT1,MT1cat,MT1T2,MT1T2M2P,M2P,M2,M2T2,M2T2star,M2C1,C1,C1dmt1,C1dm2,T2
5.34,6.426701971213814e-08,8.60439751400907e-11,3.475341282695163e-08,8.931028651539815e-10,4.910647651306215e-08,3.7736207008439096e-13,-9.21791980985743e-15,5.061398498126697e-14,1.8862848065656557e-15,9.997277719056809e-07,2.7222619186209594e-10,1.58978884558966e-17,1.4353022319745064e-08
5.3500000000000005,6.424527289190722e-08,8.615336634686842e-11,3.477261418535658e-08,8.955370344220614e-10,4.910404044243908e-08,3.7939722857362966e-13,-9.115615873196564e-15,5.036376380399942e-14,1.900266169901828e-15,9.99727347664792e-07,2.7265041863265235e-10,1.6034797624105734e-17,1.433138503863526e-08
5.36,6.42235260716763e-08,8.626275755364614e-11,3.479181554376153e-08,8.979712036901411e-10,4.910160437181601e-08,3.8143238706286815e-13,-9.013311936535707e-15,5.0113542626731896e-14,1.9142475332379994e-15,9.997269234239032e-07,2.730746454032087e-10,1.617170679231485e-17,1.4309747757525456e-08
5.37,6.42017792514454e-08,8.637214876042386e-11,3.481101690216648e-08,9.004053729582208e-10,4.909916830119294e-08,3.8346754555210664e-13,-8.911007999874847e-15,4.9863321449464365e-14,1.9282288965741707e-15,9.997264991830144e-07,2.7349887217376506e-10,1.6308615960523975e-17,1.4288110476415654e-08
5.38,6.418003243121449e-08,8.648153996720158e-11,3.4830218260571434e-08,9.028395422263006e-10,4.9096732230569866e-08,3.8550270404134514e-13,-8.808704063213989e-15,4.961310027219684e-14,1.9422102599103424e-15,9.997260749421254e-07,2.739230989443214e-10,1.6445525128733092e-17,1.426647319530585e-08
5.39,6.415828561098358e-08,8.659093117397929e-11,3.484941961897638e-08,9.052737114943803e-10,4.90942961599468e-08,3.8753786253058363e-13,-8.70640012655313e-15,4.936287909492931e-14,1.9561916232465133e-15,9.997256507012366e-07,2.7434732571487783e-10,1.658243429694221e-17,1.4244835914196047e-08
5.4,6.413653879075267e-08,8.670032238075703e-11,3.4868620977381336e-08,9.077078807624602e-10,4.909186008932373e-08,3.8957302101982233e-13,-8.604096189892262e-15,4.911265791766176e-14,1.970172986582686e-15,9.997252264603478e-07,2.7477155248543424e-10,1.6719343465151342e-17,1.4223198633086242e-08
5.41,6.411479197052176e-08,8.680971358753475e-11,3.4887822335786284e-08,9.101420500305399e-10,4.9089424018700654e-08,3.9160817950906087e-13,-8.501792253231404e-15,4.8862436740394234e-14,1.9841543499188575e-15,9.99724802219459e-07,2.751957792559906e-10,1.6856252633360462e-17,1.420156135197644e-08
5.42,6.409304515029085e-08,8.691910479431247e-11,3.490702369419123e-08,9.125762192986196e-10,4.9086987948077586e-08,3.9364333799829936e-13,-8.399488316570547e-15,4.861221556312671e-14,1.9981357132550288e-15,9.9972437797857e-07,2.7562000602654696e-10,1.699316180156958e-17,1.4179924070866635e-08
5.43,6.407129833005994e-08,8.702849600109018e-11,3.492622505259619e-08,9.150103885666993e-10,4.908455187745452e-08,3.9567849648753785e-13,-8.297184379909689e-15,4.8361994385859185e-14,2.0121170765912e-15,9.99723953737681e-07,2.760442327971033e-10,1.7130070969778697e-17,1.4158286789756833e-08
5.44,6.404955150982903e-08,8.713788720786791e-11,3.4945426411001135e-08,9.174445578347792e-10,4.908211580683144e-08,3.9771365497677655e-13,-8.19488044324882e-15,4.8111773208591635e-14,2.0260984399273725e-15,9.997235294967923e-07,2.764684595676597e-10,1.726698013798783e-17,1.4136649508647027e-08
5.45,6.402780468959812e-08,8.724727841464564e-11,3.496462776940608e-08,9.198787271028589e-10,4.9079679736208374e-08,3.997488134660151e-13,-8.092576506587962e-15,4.7861552031324104e-14,2.0400798032635442e-15,9.997231052559035e-07,2.7689268633821613e-10,1.740388930619695e-17,1.4115012227537225e-08
5.46,6.400605786936721e-08,8.735666962142334e-11,3.498382912781104e-08,9.223128963709386e-10,4.90772436655853e-08,4.017839719552536e-13,-7.990272569927104e-15,4.761133085405657e-14,2.054061166599715e-15,9.997226810150147e-07,2.773169131087725e-10,1.7540798474406067e-17,1.409337494642742e-08
5.47,6.39843110491363e-08,8.746606082820107e-11,3.5003030486215985e-08,9.247470656390183e-10,4.907480759496223e-08,4.038191304444921e-13,-7.887968633266247e-15,4.736110967678905e-14,2.0680425299358864e-15,9.997222567741256e-07,2.7774113987932885e-10,1.7677707642615185e-17,1.4071737665317618e-08
5.48,6.39625642289054e-08,8.75754520349788e-11,3.502223184462094e-08,9.271812349070982e-10,4.907237152433916e-08,4.0585428893373077e-13,-7.785664696605379e-15,4.71108884995215e-14,2.0820238932720593e-15,9.997218325332368e-07,2.7816536664988526e-10,1.7814616810824317e-17,1.4050100384207813e-08
5.49,6.394081740867449e-08,8.768484324175652e-11,3.504143320302589e-08,9.296154041751779e-10,4.906993545371609e-08,4.0788944742296927e-13,-7.68336075994452e-15,4.686066732225397e-14,2.0960052566082302e-15,9.99721408292348e-07,2.785895934204416e-10,1.7951525979033438e-17,1.402846310309801e-08
5.5,6.391907058844358e-08,8.779423444853423e-11,3.5060634561430836e-08,9.320495734432576e-10,4.906749938309302e-08,4.0992460591220776e-13,-7.581056823283662e-15,4.661044614498645e-14,2.109986619944402e-15,9.997209840514592e-07,2.79013820190998e-10,1.8088435147242558e-17,1.4006825821988206e-08
5.51,6.389732376821267e-08,8.790362565531195e-11,3.507983591983579e-08,9.344837427113373e-10,4.906506331246995e-08,4.1195976440144625e-13,-7.478752886622803e-15,4.636022496771892e-14,2.123967983280573e-15,9.997205598105702e-07,2.794380469615544e-10,1.8225344315451675e-17,1.3985188540878404e-08
5.5200000000000005,6.387557694798176e-08,8.801301686208969e-11,3.509903727824074e-08,9.369179119794173e-10,4.9062627241846876e-08,4.1399492289068495e-13,-7.376448949961935e-15,4.6110003790451367e-14,2.1379493466167457e-15,9.997201355696813e-07,2.798622737321108e-10,1.8362253483660805e-17,1.3963551259768598e-08
5.53,6.385383012775085e-08,8.812240806886741e-11,3.5118238636645687e-08,9.39352081247497e-10,4.906019117122381e-08,4.1603008137992344e-13,-7.274145013301077e-15,4.5859782613183836e-14,2.151930709952917e-15,9.997197113287925e-07,2.8028650050266715e-10,1.8499162651869925e-17,1.3941913978658796e-08
5.54,6.383208330751994e-08,8.823179927564513e-11,3.513743999505064e-08,9.417862505155767e-10,4.905775510060074e-08,4.1806523986916193e-13,-7.171841076640219e-15,4.560956143591631e-14,2.1659120732890882e-15,9.997192870879037e-07,2.807107272732235e-10,1.8636071820079046e-17,1.3920276697548991e-08
5.55,6.381033648728903e-08,8.834119048242284e-11,3.515664135345559e-08,9.442204197836564e-10,4.9055319029977665e-08,4.201003983584005e-13,-7.069537139979361e-15,4.5359340258648786e-14,2.1798934366252595e-15,9.99718862847015e-07,2.8113495404377987e-10,1.8772980988288166e-17,1.3898639416439189e-08
5.5600000000000005,6.378858966705812e-08,8.845058168920057e-11,3.5175842711860544e-08,9.466545890517363e-10,4.9052882959354596e-08,4.2213555684763917e-13,-6.967233203318493e-15,4.5109119081381236e-14,2.193874799961432e-15,9.997184386061259e-07,2.815591808143363e-10,1.8909890156497296e-17,1.3877002135329383e-08
5.57,6.376684284682721e-08,8.85599728959783e-11,3.519504407026549e-08,9.49088758319816e-10,4.905044688873153e-08,4.2417071533687766e-13,-6.8649292666576344e-15,4.485889790411371e-14,2.2078561632976037e-15,9.99718014365237e-07,2.819834075848927e-10,1.9046799324706413e-17,1.3855364854219581e-08
5.58,6.37450960265963e-08,8.866936410275602e-11,3.521424542867044e-08,9.515229275878957e-10,4.904801081810845e-08,4.2620587382611616e-13,-6.762625329996777e-15,4.460867672684618e-14,2.2218375266337746e-15,9.997175901243482e-07,2.8240763435544905e-10,1.9183708492915533e-17,1.3833727573109777e-08
5.59,6.372334920636539e-08,8.877875530953373e-11,3.5233446787075394e-08,9.539570968559754e-10,4.9045574747485385e-08,4.282410323153547e-13,-6.6603213933359175e-15,4.435845554957865e-14,2.2358188899699463e-15,9.997171658834594e-07,2.828318611260054e-10,1.9320617661124654e-17,1.3812090291999975e-08
5.6000000000000005,6.370160238613448e-08,8.888814651631146e-11,3.525264814548034e-08,9.563912661240553e-10,4.9043138676862316e-08,4.302761908045934e-13,-6.55801745667505e-15,4.41082343723111e-14,2.2498002533061188e-15,9.997167416425704e-07,2.832560878965618e-10,1.9457526829333783e-17,1.3790453010890169e-08
5.61,6.367985556590357e-08,8.899753772308918e-11,3.527184950388529e-08,9.58825435392135e-10,4.904070260623924e-08,4.323113492938319e-13,-6.455713520014193e-15,4.3858013195043574e-14,2.26378161664229e-15,9.997163174016816e-07,2.836803146671182e-10,1.95944359975429e-17,1.3768815729780366e-08
5.62,6.365810874567266e-08,8.91069289298669e-11,3.5291050862290245e-08,9.612596046602147e-10,4.903826653561617e-08,4.343465077830704e-13,-6.3534095833533334e-15,4.360779201777605e-14,2.2777629799784614e-15,9.997158931607928e-07,2.841045414376746e-10,1.973134516575202e-17,1.3747178448670562e-08
5.63,6.363636192544176e-08,8.921632013664461e-11,3.531025222069519e-08,9.636937739282944e-10,4.90358304649931e-08,4.3638166627230887e-13,-6.251105646692476e-15,4.335757084050852e-14,2.2917443433146326e-15,9.99715468919904e-07,2.8452876820823094e-10,1.986825433396114e-17,1.372554116756076e-08
5.64,6.361461510521085e-08,8.932571134342234e-11,3.532945357910014e-08,9.661279431963741e-10,4.903339439437003e-08,4.3841682476154737e-13,-6.148801710031617e-15,4.3107349663240994e-14,2.305725706650804e-15,9.99715044679015e-07,2.849529949787873e-10,2.0005163502170262e-17,1.3703903886450956e-08
5.65,6.359286828497994e-08,8.943510255020007e-11,3.5348654937505095e-08,9.68562112464454e-10,4.903095832374696e-08,4.4045198325078606e-13,-6.046497773370749e-15,4.2857128485973443e-14,2.3197070699869764e-15,9.997146204381261e-07,2.853772217493437e-10,2.014207267037939e-17,1.3682266605341152e-08
5.66,6.357112146474903e-08,8.954449375697779e-11,3.5367856295910043e-08,9.709962817325335e-10,4.9028522253123887e-08,4.4248714174002455e-13,-5.944193836709892e-15,4.260690730870591e-14,2.333688433323148e-15,9.997141961972373e-07,2.8580144851990007e-10,2.027898183858851e-17,1.3660629324231348e-08
5.67,6.354937464451812e-08,8.96538849637555e-11,3.5387057654315e-08,9.734304510006133e-10,4.902608618250082e-08,4.445223002292631e-13,-5.841889900049033e-15,4.235668613143839e-14,2.347669796659319e-15,9.997137719563485e-07,2.8622567529045643e-10,2.041589100679763e-17,1.3638992043121545e-08
5.68,6.352762782428721e-08,8.976327617053322e-11,3.5406259012719946e-08,9.75864620268693e-10,4.902365011187775e-08,4.465574587185016e-13,-5.739585963388174e-15,4.210646495417086e-14,2.3616511599954907e-15,9.997133477154597e-07,2.8664990206101284e-10,2.055280017500675e-17,1.3617354762011743e-08
5.69,6.350588100405629e-08,8.987266737731096e-11,3.5425460371124894e-08,9.78298789536773e-10,4.9021214041254675e-08,4.485926172077403e-13,-5.637282026727307e-15,4.185624377690331e-14,2.375632523331663e-15,9.997129234745707e-07,2.8707412883156925e-10,2.068970934321588e-17,1.3595717480901937e-08
5.7,6.348413418382538e-08,8.998205858408867e-11,3.544466172952985e-08,9.807329588048528e-10,4.9018777970631607e-08,4.506277756969788e-13,-5.534978090066449e-15,4.160602259963578e-14,2.3896138866678345e-15,9.997124992336818e-07,2.874983556021256e-10,2.0826618511425e-17,1.3574080199792135e-08
5.71,6.346238736359447e-08,9.009144979086639e-11,3.5463863087934797e-08,9.831671280729325e-10,4.901634190000854e-08,4.526629341862173e-13,-5.43267415340559e-15,4.1355801422368257e-14,2.4035952500040058e-15,9.99712074992793e-07,2.8792258237268196e-10,2.096352767963412e-17,1.355244291868233e-08
5.72,6.344064054336356e-08,9.020084099764411e-11,3.5483064446339745e-08,9.85601297341012e-10,4.9013905829385463e-08,4.546980926754558e-13,-5.330370216744732e-15,4.1105580245100726e-14,2.417576613340177e-15,9.997116507519042e-07,2.883468091432383e-10,2.1100436847843237e-17,1.3530805637572528e-08
5.73,6.341889372313265e-08,9.031023220442184e-11,3.55022658047447e-08,9.88035466609092e-10,4.9011469758762395e-08,4.567332511646945e-13,-5.228066280083865e-15,4.0855359067833176e-14,2.4315579766763495e-15,9.997112265110152e-07,2.8877103591379473e-10,2.123734601605237e-17,1.3509168356462723e-08
5.74,6.339714690290174e-08,9.041962341119957e-11,3.552146716314965e-08,9.904696358771716e-10,4.9009033688139327e-08,4.58768409653933e-13,-5.125762343423006e-15,4.060513789056565e-14,2.445539340012521e-15,9.997108022701264e-07,2.8919526268435114e-10,2.1374255184261487e-17,1.3487531075352919e-08
5.75,6.337540008267083e-08,9.052901461797727e-11,3.5540668521554595e-08,9.929038051452513e-10,4.900659761751625e-08,4.608035681431715e-13,-5.023458406762148e-15,4.0354916713298126e-14,2.4595207033486925e-15,9.997103780292376e-07,2.896194894549075e-10,2.1511164352470607e-17,1.3465893794243116e-08
5.76,6.335365326243992e-08,9.0638405824755e-11,3.555986987995955e-08,9.95337974413331e-10,4.9004161546893183e-08,4.6283872663241e-13,-4.92115447010129e-15,4.0104695536030595e-14,2.4735020666848634e-15,9.997099537883487e-07,2.9004371622546386e-10,2.1648073520679725e-17,1.3444256513133314e-08
5.7700000000000005,6.333190644220901e-08,9.074779703153273e-11,3.55790712383645e-08,9.97772143681411e-10,4.9001725476270115e-08,4.648738851216487e-13,-4.818850533440422e-15,3.9854474358763045e-14,2.4874834300210363e-15,9.9970952954746e-07,2.9046794299602027e-10,2.1784982688888857e-17,1.3422619232023508e-08
5.78,6.33101596219781e-08,9.085718823831044e-11,3.559827259676945e-08,1.0002063129494906e-09,4.899928940564704e-08,4.669090436108872e-13,-4.716546596779564e-15,3.960425318149552e-14,2.5014647933572076e-15,9.99709105306571e-07,2.908921697665766e-10,2.1921891857097978e-17,1.3400981950913706e-08
5.79,6.32884128017472e-08,9.096657944508816e-11,3.56174739551744e-08,1.0026404822175703e-09,4.899685333502397e-08,4.689442021001257e-13,-4.6142426601187055e-15,3.935403200422799e-14,2.515446156693379e-15,9.99708681065682e-07,2.9131639653713304e-10,2.2058801025307095e-17,1.3379344669803902e-08
5.8,6.326666598151628e-08,9.107597065186588e-11,3.563667531357935e-08,1.00507465148565e-09,4.8994417264400903e-08,4.709793605893642e-13,-4.511938723457847e-15,3.9103810826960464e-14,2.52942752002955e-15,9.997082568247933e-07,2.917406233076894e-10,2.2195710193516215e-17,1.33577073886941e-08
5.8100000000000005,6.324491916128538e-08,9.118536185864362e-11,3.56558766719843e-08,1.00750882075373e-09,4.899198119377783e-08,4.730145190786029e-13,-4.40963478679698e-15,3.8853589649692914e-14,2.5434088833657226e-15,9.997078325839045e-07,2.921648500782458e-10,2.2332619361725345e-17,1.3336070107584294e-08
5.82,6.322317234105447e-08,9.129475306542133e-11,3.567507803038925e-08,1.0099429900218097e-09,4.898954512315476e-08,4.750496775678413e-13,-4.3073308501361215e-15,3.860336847242539e-14,2.557390246701894e-15,9.997074083430154e-07,2.9258907684880216e-10,2.2469528529934465e-17,1.3314432826474491e-08
5.83,6.320142552082356e-08,9.140414427219905e-11,3.56942793887942e-08,1.0123771592898894e-09,4.8987109052531685e-08,4.770848360570799e-13,-4.205026913475263e-15,3.835314729515786e-14,2.5713716100380652e-15,9.997069841021266e-07,2.930133036193585e-10,2.2606437698143583e-17,1.3292795545364687e-08
5.84,6.317967870059265e-08,9.151353547897677e-11,3.5713480747199154e-08,1.014811328557969e-09,4.898467298190862e-08,4.791199945463184e-13,-4.1027229768144045e-15,3.8102926117890333e-14,2.585352973374237e-15,9.997065598612378e-07,2.9343753038991493e-10,2.2743346866352703e-17,1.3271158264254885e-08
5.8500000000000005,6.315793188036174e-08,9.16229266857545e-11,3.57326821056041e-08,1.017245497826049e-09,4.898223691128555e-08,4.811551530355571e-13,-4.0004190401535366e-15,3.7852704940622783e-14,2.5993343367104094e-15,9.99706135620349e-07,2.938617571604713e-10,2.2880256034561833e-17,1.3249520983145079e-08
5.86,6.313618506013083e-08,9.173231789253223e-11,3.5751883464009056e-08,1.0196796670941287e-09,4.8979800840662474e-08,4.831903115247956e-13,-3.898115103492678e-15,3.760248376335525e-14,2.6133157000465807e-15,9.9970571137946e-07,2.942859839310277e-10,2.3017165202770953e-17,1.3227883702035277e-08
5.87,6.311443823989992e-08,9.184170909930994e-11,3.5771084822414004e-08,1.0221138363622084e-09,4.8977364770039405e-08,4.852254700140341e-13,-3.7958111668318204e-15,3.735226258608773e-14,2.627297063382752e-15,9.997052871385711e-07,2.9471021070158406e-10,2.3154074370980073e-17,1.3206246420925473e-08
5.88,6.309269141966901e-08,9.195110030608766e-11,3.579028618081895e-08,1.024548005630288e-09,4.897492869941634e-08,4.872606285032726e-13,-3.693507230170962e-15,3.71020414088202e-14,2.6412784267189233e-15,9.997048628976823e-07,2.951344374721404e-10,2.329098353918919e-17,1.318460913981567e-08
5.89,6.30709445994381e-08,9.206049151286538e-11,3.580948753922391e-08,1.0269821748983678e-09,4.897249262879326e-08,4.892957869925111e-13,-3.5912032935101035e-15,3.685182023155267e-14,2.6552597900550946e-15,9.997044386567935e-07,2.9555866424269677e-10,2.342789270739831e-17,1.3162971858705866e-08
5.9,6.304919777920719e-08,9.21698827196431e-11,3.5828688897628855e-08,1.0294163441664477e-09,4.8970056558170194e-08,4.913309454817498e-13,-3.4888993568492364e-15,3.660159905428512e-14,2.669241153391267e-15,9.997040144159047e-07,2.959828910132532e-10,2.356480187560744e-17,1.3141334577596062e-08
5.91,6.302745095897628e-08,9.227927392642082e-11,3.58478902560338e-08,1.0318505134345274e-09,4.8967620487547125e-08,4.933661039709883e-13,-3.3865954201883775e-15,3.6351377877017597e-14,2.6832225167274383e-15,9.997035901750157e-07,2.964071177838096e-10,2.370171104381656e-17,1.3119697296486258e-08
5.92,6.300570413874537e-08,9.238866513319854e-11,3.586709161443876e-08,1.0342846827026071e-09,4.896518441692405e-08,4.954012624602268e-13,-3.284291483527519e-15,3.6101156699750066e-14,2.6972038800636096e-15,9.997031659341269e-07,2.9683134455436595e-10,2.383862021202568e-17,1.3098060015376456e-08
5.93,6.298395731851446e-08,9.249805633997627e-11,3.5886292972843705e-08,1.0367188519706868e-09,4.896274834630098e-08,4.974364209494653e-13,-3.181987546866661e-15,3.585093552248254e-14,2.711185243399781e-15,9.99702741693238e-07,2.972555713249223e-10,2.39755293802348e-17,1.3076422734266652e-08
5.94,6.296221049828355e-08,9.260744754675399e-11,3.590549433124866e-08,1.0391530212387667e-09,4.8960312275677914e-08,4.99471579438704e-13,-3.0796836102057934e-15,3.560071434521499e-14,2.7251666067359538e-15,9.997023174523492e-07,2.976797980954787e-10,2.411243854844393e-17,1.3054785453156847e-08
